Name,Event,Description,Cost,Date,Time,Address,Ticket_URL,Keywords
The Stand,"The Stand Presents: Pete Lee, Jourdain Fisher, TaTa Sherise, Aaron Berg, & More!","A Main room show headlined by Pete Lee with supporting sets from Jourdain Fisher, TaTa Sherise, Aaron Berg and others. Expect a varied evening of stand-up.",$35.00,2026-05-02,8:00 PM,"116 E 16th St, New York, NY 10003, USA",https://thestandnyc.com/shows/show/12939/2026-05-02-200000-the-stand-presents-pete-lee-tata-sherise-aaron-berg-more,"comedy, stand-up, humor, comedian, energetic, adults, laughs, comedy-show, headliner"
The Stand,Outdoor Patio Show,"Weekend patio comedy featuring performers such as Marito Lopez, Tom McGuire, Oscar Aydin and others. A seasonal outdoor show with a relaxed atmosphere.",$25.00,2026-05-02,8:30 PM,"116 E 16th St, New York, NY 10003, USA",https://thestandnyc.com/shows/show/12944/2026-05-02-203000-outdoor-patio-show,"comedy, stand-up, humor, casual, chill, groups, outdoor-patio, weekend-laughs"
The Stand,"The Stand Presents: Aaron Berg, Bonnie McFarlane, Andre Kim, & More!","An Upstairs lineup featuring Aaron Berg, Bonnie McFarlane, Andre Kim and other comedians. A lively show with both headliners and supporting acts.",$30.00,2026-05-02,9:00 PM,"116 E 16th St, New York, NY 10003, USA",https://thestandnyc.com/shows/show/12945/2026-05-02-210000-the-stand-presents-aaron-berg-bonnie-mcfarlane-andre-kim-more,"comedy, stand-up, humor, comedian, energetic, adults, headliners, comedy-lineup"
The Stand,"The Stand Presents: Bonnie McFarlane, Pete Lee, Aaron Berg, & More!","A Main room show featuring Bonnie McFarlane with Pete Lee, Aaron Berg and others on the bill. Expect polished sets from established performers.",$35.00,2026-05-02,10:00 PM,"116 E 16th St, New York, NY 10003, USA",https://thestandnyc.com/shows/show/12946/2026-05-02-220000-the-stand-presents-bonnie-mcfarlane-pete-lee-aaron-berg-more,"comedy, stand-up, comedian, humor, polished, energetic, adults, groups, comedy-show"
The Stand,"The Stand Presents: Leonard Ouzts, Rachel Williams, Tristan Bowling, & More!","An Upstairs late-night lineup featuring Leonard Ouzts, Rachel Williams, Tristan Bowling and additional comics. A mix of rising talent and seasoned performers.",$30.00,2026-05-02,11:00 PM,"116 E 16th St, New York, NY 10003, USA",https://thestandnyc.com/shows/show/12947/2026-05-02-230000-the-stand-presents-leonard-ouzts-rachel-williams-tristan-bowling-more,"comedy, stand-up, humor, late-night, energetic, adults, comedian-showcase, rising-talent"
The Stand,"The Stand Presents: TaTa Sherise, Blake Freeman, Andre Kim, & More!","A Main room late-night show with TaTa Sherise, Blake Freeman, Andre Kim and others on the bill. A final late set to close out the evening.",$20.00,2026-05-02,11:55 PM,"116 E 16th St, New York, NY 10003, USA",https://thestandnyc.com/shows/show/12948/2026-05-02-235500-the-stand-presents-tata-sherise-blake-freeman-andre-kim-more,"comedy, stand-up, humor, late-night, energetic, adults, groups, comedian-lineup, closing-show"
St. Marks Comedy Club,THURSDAY NIGHT LIVEEEEEE,Weekly Thursday showcase featuring a rotating lineup of local and touring stand-up comedians. A late-evening comedy show at the venue.,N/A,2026-04-30,9:30 PM,"12 St Marks Pl, New York, NY 10003, USA",https://www.tixr.com/groups/stmarkscomedyclub/events/thursday-night-liveeeeee-185392,"comedy, stand-up, comedian, late-night, energetic, groups, rotating-lineup, weekly-showcase"
St. Marks Comedy Club,"AFTER WORK, AFTER CLASS LAUGHS","Early-evening showcase aimed at after-work and student audiences featuring multiple comedians. A shorter, accessible set lineup.
",N/A,2026-05-01,6:30 PM,"12 St Marks Pl, New York, NY 10003, USA",https://www.tixr.com/groups/stmarkscomedyclub/events/after-work-after-class-laughs-185439,"comedy, stand-up, humor, casual, energetic, adults, groups, after-work-comedy, student-friendly"
St. Marks Comedy Club,JARRETT CAMPBELL (JFL just for laughs) and MOREEEE,Stand-up show headlined by Jarrett Campbell (JFL Just For Laughs) with additional performers on the bill. An evening showcase featuring touring and festival comedians.,N/A,2026-05-01,8:30 PM,"12 St Marks Pl, New York, NY 10003, USA",https://www.tixr.com/groups/stmarkscomedyclub/events/jarrett-campbell-jfl-just-for-laughs-and-moreeee-185440,"comedy, stand-up, comedian, humor, energetic, adults, touring-comedians, festival-performers"
St. Marks Comedy Club,"TONY D COMEDY (viral TikToks), CAROLINE HANES (NYComedy Fest), JARRETT CAMPBELL (JFL just for laughs)","Late-night showcase featuring Tony D, Caroline Hanes, Jarrett Campbell and other comedians, including viral and festival performers. A prime late-night comedy lineup.",N/A,2026-05-01,10:30 PM,"12 St Marks Pl, New York, NY 10003, USA",https://www.tixr.com/groups/stmarkscomedyclub/events/tony-d-comedy-viral-tiktoks-caroline-hanes-nycomedy-fest-jarrett-campbell-jfl-just-for-laughs--185441,"comedy, stand-up, humor, late-night, energetic, adults, comedian-showcase, viral-comics"
St. Marks Comedy Club,"MACY KWOK (New York Comedy Festival), CHASE DUROUSSEAU (NetFlix), and MOREEEE","Afternoon/early-evening showcase featuring Macy Kwok, Chase Durousseau and additional performers from festival and TV backgrounds. A mixed bill of established and rising comics.",N/A,2026-05-02,4:30 PM,"12 St Marks Pl, New York, NY 10003, USA",https://www.tixr.com/groups/stmarkscomedyclub/events/macy-kwok-new-york-comedy-festival-chase-durousseau-netflix-and-moreeee-187724,"comedy, stand-up, humor, comedian, energetic, adults, groups, New York Comedy Festival, mixed-bill-showcase"
St. Marks Comedy Club,EARLY SATURDAY COMEDY with Jake Strom (SMCC COMEDY FESTIVAL WINNER),Early Saturday showcase headlined by Jake Strom (SMCC Comedy Festival winner) with a lineup of emerging comedians. A family-friendly earlier-night comedy slot.,N/A,2026-05-02,6:30 PM,"12 St Marks Pl, New York, NY 10003, USA",https://www.tixr.com/groups/stmarkscomedyclub/events/early-saturday-comedy-with-jake-strom-smcc-comedy-festival-winner--185442,"comedy, stand-up, humor, comedian, energetic, families, groups, jake-strom, emerging-comedians"
St. Marks Comedy Club,SATURDAY NIGHT HOTTEST COMEDY SHOW with NEEMA NAZ (JFL just for laughs) and CHRIS BARNES (viral social media sketches),Prime-time Saturday showcase featuring Neema Naz and Chris Barnes alongside other comics; a full evening of stand-up and sketch-influenced performers. Designed as the venue's main Saturday night show.,N/A,2026-05-02,8:30 PM,"12 St Marks Pl, New York, NY 10003, USA",https://www.tixr.com/groups/stmarkscomedyclub/events/saturday-night-hottest-comedy-show-with-neema-naz-jfl-just-for-laughs-and-chris-barnes-viral-social-media-sketches--185443,"comedy, stand-up, sketch, humor, energetic, rowdy, groups, viral-comedy, saturday-night"
St. Marks Comedy Club,"LATE NIGHT LAUGHS IN NYC with Tatiana Frank (DONT TELL COMEDY), Neema Naz (JFL just for laughs)","Late-night comedy show featuring Tatiana Frank, Neema Naz and additional performers in a late slot for adult audiences. Rotating lineup of stand-up and alternative comedy acts.",N/A,2026-05-02,10:30 PM,"12 St Marks Pl, New York, NY 10003, USA",https://www.tixr.com/groups/stmarkscomedyclub/events/late-night-laughs-in-nyc-with-tatiana-frank-dont-tell-comedy-neema-naz-jfl-just-for-laughs--185444,"comedy, stand-up, humor, late-night, energetic, adults, alternative-comedy, rotating-lineup"
The Comic Strip,"Mike Burton (Dry Bary Comedy), Michele Balan (NBC), Jason Choi (Don’t Tell Comedy), Matt Pavich (MTV), Christian Finnegan (Chapelle’s Show), Kareem Green (Showtime), & Steve Marshall (Don’t Behave!)",An evening stand-up showcase featuring multiple comedians from TV and festival circuits. Expect sets from established and rising stand-up performers.,N/A,2026-04-30,8:00 PM,"1568 2nd Ave, New York, NY 10028, USA",https://comicstriplive.com/mike-burton-dry-bary-comedy-michele-balan-nbc-jason-choi-dont-tell-comedy-matt-pavich-mtv-christian-finnegan-chapelles-show-kareem-green-showtime-steve-marshall-dont-behave/,"comedy, stand-up, comedian, energetic, adults, showcase, established-comedians"
The Comic Strip,"Ruperto Vanderpool (Netflix & HBO), Jon Fisch (David Letterman), Sara Contreras (The Latin Diva of Comedy), Connor O’Brien (Don’t Tell Comedy) & JJ Ramirez (Latin Legends of Comedy)",A headline comedy show featuring performers with TV and festival credits. A mix of featured and headlining stand-up sets.,N/A,2026-05-01,8:00 PM,"1568 2nd Ave, New York, NY 10028, USA",https://comicstriplive.com/ruperto-vanderpool-netflix-hbo-jon-fisch-david-letterman-sara-contreras-the-latin-diva-of-comedy-connor-obrien-dont-tell-comedy-jj-ramirez-latin-legends-of-comedy/,"comedy, stand-up, comedian, laughs, energetic, adults, groups, late-night, headline-show, mixed-lineup"
The Comic Strip,"DJ Em’s Show with Ruperto Vanderpool (Netflix & HBO), JJ Ramirez (The Latin Legend of Comedy) & Sara Contreras (The Latin Diva of Comedy)",Late-night stand-up and DJ-hosted show featuring Latin comedy headliners and supporting acts. A high-energy late show atmosphere.,N/A,2026-05-01,10:30 PM,"1568 2nd Ave, New York, NY 10028, USA",https://comicstriplive.com/dj-ems-show-with-ruperto-vanderpool-netflix-hbo-sara-contreras-the-latin-diva-of-comedy/,"comedy, stand-up, humor, late-night, energetic, groups, latin-comedy, DJ-hosted"
The Comic Strip,"Ruperto Vanderpool (Netflix & HBO), Connor O’Brien (Don’t Tell Comedy), Sara Contreras (The Latin Diva of Comedy), Paul Mecurio (The Daily Show with Jon Stewart) & JJ Ramirez (Latin Legends of Comedy)",An evening showcase with well-known and festival-featured comedians. Expect a lineup of varied stand-up styles and headliner performances.,N/A,2026-05-02,8:00 PM,"1568 2nd Ave, New York, NY 10028, USA",https://comicstriplive.com/ruperto-vanderpool-netflix-hbo-connor-obrien-dont-tell-comedy-sara-contreras-the-latin-diva-of-comedy-paul-mecurio-the-daily-show-with-jon-stewart-jj-ramirez-latin-legends-of-comed/,"comedy, stand-up, comedian, humor, energetic, adults, headliner-showcase, diverse-lineup"
The Comic Strip,Kev Adams at The Comic Strip!,A late-night solo show/headline appearance by comedian Kev Adams. Ticketed performance featuring the headliner’s set.,N/A,2026-05-02,10:30 PM,"1568 2nd Ave, New York, NY 10028, USA",https://comicstriplive.com/kev-adams-at-the-comic-strip/,"comedy, stand-up, comedian, late-night, energetic, adults, headline-show, solo-performance"
The Duplex,Little House on the Ferry – The Musical,"An immersive nightclub musical (book, music, and lyrics by Rob Gould) following four friends on Fire Island as they navigate passion, politics, and chosen family; directed by Victoria Rae Sook.",N/A,2026-04-30,7:30 PM,"61 Christopher St, New York, NY 10014, USA",https://www.theduplex.com/cabaret-1,"comedy, sketch, musical-theater, immersive, energetic, adults, groups, fire-island, nightclub-musical"
The Duplex,Sultry Shores – The Cabaret,"A nautical-themed cabaret starring international pop sensation Minoe, featuring cirque performers, comedy, and vibrant vocals celebrating Fire Island-themed nightlife.",N/A,2026-04-30,9:45 PM,"61 Christopher St, New York, NY 10014, USA",https://www.theduplex.com/cabaret-1,"comedy, cabaret, performance, humor, energetic, rowdy, adults, nightlife, drag-cabaret, cirque-performers"
The Duplex,Farandole – The Dance,A late-night themed dance party with DJs and go-go performers designed to fuel weekend revelry in an immersive club atmosphere.,N/A,2026-04-30,11:00 PM,"61 Christopher St, New York, NY 10014, USA",https://www.theduplex.com/cabaret-1,"comedy, DJ, dance-party, energetic, late-night, groups, go-go-performers, weekend-nightlife"
The Duplex,Piano Bar,"Every night beginning at 9:00 PM, Duplex staff pianists and singing bartenders host a nonstop party of music, comedy, and singalongs featuring Broadway and up-and-coming talent.",N/A,2026-04-30,9:00 PM,"61 Christopher St, New York, NY 10014, USA",https://www.theduplex.com/piano-bar,"comedy, karaoke, singalongs, energetic, rowdy, groups, broadway, piano-bar"
The Duplex,Drag Shows (Upstairs @ The Duplex),Upstairs at The Duplex presents drag performances Sunday through Thursday nights in an intimate bar setting featuring NYC drag talent and themed nights.,N/A,2026-04-30,N/A,"61 Christopher St, New York, NY 10014, USA",https://www.theduplex.com/drag-room,"comedy, drag-show, performance, intimate, energetic, adults, groups, nightlife, lgbtq-friendly"
The Duplex,Little House on the Ferry – The Musical,"An immersive nightclub musical (book, music, and lyrics by Rob Gould) following four friends on Fire Island as they navigate passion, politics, and chosen family; directed by Victoria Rae Sook.",N/A,2026-05-01,7:30 PM,"61 Christopher St, New York, NY 10014, USA",https://www.theduplex.com/cabaret-1,"comedy, sketch, musical-theater, immersive, energetic, groups, adults, fire-island, chosen-family"
The Duplex,Sultry Shores – The Cabaret,"A nautical-themed cabaret starring international pop sensation Minoe, featuring cirque performers, comedy, and vibrant vocals celebrating Fire Island-themed nightlife.",N/A,2026-05-01,9:45 PM,"61 Christopher St, New York, NY 10014, USA",https://www.theduplex.com/cabaret-1,"comedy, cabaret, humor, performance, energetic, rowdy, adults, nightlife, drag-cabaret, fire-island-themed"
The Duplex,Farandole – The Dance,A late-night themed dance party with DJs and go-go performers designed to fuel weekend revelry in an immersive club atmosphere.,N/A,2026-05-01,11:00 PM,"61 Christopher St, New York, NY 10014, USA",https://www.theduplex.com/cabaret-1,"comedy, DJ, energetic, rowdy, late-night, groups, dance-party, go-go-performers"
The Duplex,Piano Bar,"Every night beginning at 9:00 PM, Duplex staff pianists and singing bartenders host a nonstop party of music, comedy, and singalongs featuring Broadway and up-and-coming talent.",N/A,2026-05-01,9:00 PM,"61 Christopher St, New York, NY 10014, USA",https://www.theduplex.com/piano-bar,"comedy, karaoke, sing-alongs, Broadway, energetic, groups, piano-bar, singing-bartenders"
The Duplex,Little House on the Ferry – The Musical,"An immersive nightclub musical (book, music, and lyrics by Rob Gould) following four friends on Fire Island as they navigate passion, politics, and chosen family; directed by Victoria Rae Sook.",N/A,2026-05-02,7:30 PM,"61 Christopher St, New York, NY 10014, USA",https://www.theduplex.com/cabaret-1,"comedy, musical-theater, sketch, immersive, energetic, groups, adults, fire-island, chosen-family"
The Duplex,Sultry Shores – The Cabaret,"A nautical-themed cabaret starring international pop sensation Minoe, featuring cirque performers, comedy, and vibrant vocals celebrating Fire Island-themed nightlife.",N/A,2026-05-02,9:45 PM,"61 Christopher St, New York, NY 10014, USA",https://www.theduplex.com/cabaret-1,"comedy, cabaret, sketch, energetic, rowdy, groups, adults, fire-island-themed, cirque-performers"
The Duplex,Farandole – The Dance,A late-night themed dance party with DJs and go-go performers designed to fuel weekend revelry in an immersive club atmosphere.,N/A,2026-05-02,11:00 PM,"61 Christopher St, New York, NY 10014, USA",https://www.theduplex.com/cabaret-1,"comedy, DJ, energetic, late-night, rowdy, groups, dance-party, go-go-performers, club-atmosphere"
The Duplex,Piano Bar,"Every night beginning at 9:00 PM, Duplex staff pianists and singing bartenders host a nonstop party of music, comedy, and singalongs featuring Broadway and up-and-coming talent.",N/A,2026-05-02,9:00 PM,"61 Christopher St, New York, NY 10014, USA",https://www.theduplex.com/piano-bar,"comedy, singalong, broadway, piano-bar, energetic, rowdy, groups, night-out, sing-along, live-entertainment"
The Grisly Pear - Greenwich Village,Midnight Comedy Show at The Grisly Pear Greenwich Village,"As seen on HBO's ""Crashing,"" The Grisly Pear is one of the hottest up-and-coming comedy clubs in the city. Booked by comics, for comics, expect stars from Netflix, HBO, Comedy Central and top up-and-comers.",$23.24,2026-04-30,11:59 PM,"107 MacDougal St, New York, NY 10012, USA",https://www.grislypearstandup.com/events/midnight-comedy-show-at-the-grisly-pear-greenwich-village-04-30-26-11-59-pm,"comedy, stand-up, comedian, late-night, energetic, adults, groups, netflix-comedians, hbo-comics"
The Grisly Pear - Greenwich Village,Comedy Show at The Grisly Pear Greenwich Village,"As seen on HBO's ""Crashing,"" The Grisly Pear is one of the hottest up-and-coming comedy clubs in the city. Booked by comics, for comics, expect stars from Netflix, HBO, Comedy Central and top up-and-comers.",$12.37,2026-05-01,6:00 PM,"107 MacDougal St, New York, NY 10012, USA",https://www.grislypearstandup.com/events/comedy-show-at-the-grisly-pear-greenwich-village-05-01-26-06-00-pm,"comedy, stand-up, comedian, energetic, rowdy, adults, groups, netflix-comedians, hbo-comics"
The Grisly Pear - Greenwich Village,Primetime Comedy Show at The Grisly Pear Greenwich Village,"As seen on HBO's ""Crashing,"" The Grisly Pear is one of the hottest up-and-coming comedy clubs in the city. Booked by comics, for comics, expect stars from Netflix, HBO, Comedy Central and top up-and-comers.",$23.24,2026-05-01,8:00 PM,"107 MacDougal St, New York, NY 10012, USA",https://www.grislypearstandup.com/events/primetime-comedy-show-at-the-grisly-pear-greenwich-village-05-01-26-08-00-pm,"comedy, stand-up, comedian, energetic, adults, netflix-comics, hbo-comedians"
The Grisly Pear - Greenwich Village,Primetime Comedy Show at The Grisly Pear Greenwich Village,"As seen on HBO's ""Crashing,"" The Grisly Pear is one of the hottest up-and-coming comedy clubs in the city. Booked by comics, for comics, expect stars from Netflix, HBO, Comedy Central and top up-and-comers.",$23.24,2026-05-01,10:00 PM,"107 MacDougal St, New York, NY 10012, USA",https://www.grislypearstandup.com/events/primetime-comedy-show-at-the-grisly-pear-greenwich-village-05-01-26-10-00-pm,"comedy, stand-up, comedian, energetic, rowdy, adults, groups, netflix-comedians, hbo-comics"
The Grisly Pear - Greenwich Village,Midnight Primetime Comedy Show at Grisly Pear Classic,"As seen on HBO's ""Crashing,"" The Grisly Pear is one of the hottest up-and-coming comedy clubs in the city. Booked by comics, for comics, expect stars from Netflix, HBO, Comedy Central and top up-and-comers.",$23.24,2026-05-01,11:59 PM,"107 MacDougal St, New York, NY 10012, USA",https://www.grislypearstandup.com/events/midnight-primetime-comedy-show-at-grisly-pear-classic-2026-05-01235900,"comedy, stand-up, comedian, late-night, energetic, adults, netflix-comics, hbo-comedians"
The Grisly Pear - Greenwich Village,6PM Comedy Show at The Grisly Pear Greenwich Village,"As seen on HBO's ""Crashing,"" The Grisly Pear is one of the hottest up-and-coming comedy clubs in the city. Booked by comics, for comics, expect stars from Netflix, HBO, Comedy Central and top up-and-comers.",$12.37,2026-05-02,6:00 PM,"107 MacDougal St, New York, NY 10012, USA",https://www.grislypearstandup.com/events/6pm-comedy-show-at-the-grisly-pear-greenwich-village-2026-05-02180000,"comedy, stand-up, comedian, energetic, sophisticated, adults, groups, HBO-comics, netflix-comedians"
The Grisly Pear - Greenwich Village,8PM Primetime Comedy Show at The Grisly Pear Greenwich Village,"As seen on HBO's ""Crashing,"" The Grisly Pear is one of the hottest up-and-coming comedy clubs in the city. Booked by comics, for comics, expect stars from Netflix, HBO, Comedy Central and top up-and-comers.",$23.24,2026-05-02,8:00 PM,"107 MacDougal St, New York, NY 10012, USA",https://www.grislypearstandup.com/events/8pm-primetime-comedy-show-at-the-grisly-pear-greenwich-village-2026-05-02200000,"comedy, stand-up, comedian, energetic, rowdy, adults, groups, netflix-comics, hbo-comedians"
The Grisly Pear - Greenwich Village,10PM Primetime Comedy Show at The Grisly Pear Greenwich Village,"As seen on HBO's ""Crashing,"" The Grisly Pear is one of the hottest up-and-coming comedy clubs in the city. Booked by comics, for comics, expect stars from Netflix, HBO, Comedy Central and top up-and-comers.",$23.24,2026-05-02,10:00 PM,"107 MacDougal St, New York, NY 10012, USA",https://www.grislypearstandup.com/events/10pm-primetime-comedy-show-at-the-grisly-pear-greenwich-village-2026-05-02220000,"comedy, stand-up, comedian, late-night, energetic, adults, netflix-comics, hbo-comedians"
Greenwich Village Comedy Club,Love Island,"An evening show titled ""Love Island"" presented in the Main Room. Two drink minimum applies; venue policies note 18+ or 13+ with parents and arrival 20 minutes before showtime.",N/A,2026-04-30,7:00 PM,"99 MacDougal St, New York, NY 10012, USA",https://www.greenwichvillagecomedyclub.com/shows/love-island/,"comedy, stand-up, humor, energetic, rowdy, adults, date-night, love-island, evening-show"
Greenwich Village Comedy Club,Stand-up Comedy In New York City.,"NYC’s top comedians from Netflix, Comedy Central, HBO, Showtime, Amazon and Hulu perform, with surprise drop-in comics nightly. Featuring Jake Strom, Ali Mehedi, Hakeem Yusuf, and Maggie Naughton.",N/A,2026-04-30,9:30 PM,"99 MacDougal St, New York, NY 10012, USA",https://www.greenwichvillagecomedyclub.com/shows/2026-04-30-stand-up-comedy-in-new-york-city-930-pm/,"comedy, stand-up, comedian, late-night, energetic, adults, groups, netflix-comics, surprise-guests"
Greenwich Village Comedy Club,Stand Up Comedy In Greenwich Village–First Stop Friday,"The Friday Warm-Up: an early evening 90-minute showcase featuring a curated, high-octane lineup of NYC comics including SNL writers and Comedy Central veterans. Designed as an early-night showcase with frequent surprise guest appearances.",N/A,2026-05-01,6:00 PM,"99 MacDougal St, New York, NY 10012, USA",https://www.greenwichvillagecomedyclub.com/shows/2026-05-01-stand-up-comedy-in-greenwich-village-first-stop-friday-600-pm/,"comedy, stand-up, humor, energetic, intimate, adults, groups, SNL-writers, Friday-night"
Greenwich Village Comedy Club,Stand-up Comedy In New York City.,"Featuring a lineup of NYC comics seen on Netflix, Hulu, Comedy Central and more. Tonight's guests include Oscar Aydin, Mike Britt, Tatiana Frank, Vinny Guadagnino, Neal Patel and Erik B.",N/A,2026-05-01,8:00 PM,"99 MacDougal St, New York, NY 10012, USA",https://www.greenwichvillagecomedyclub.com/shows/2026-05-01-stand-up-comedy-in-new-york-city-800-pm/,"comedy, stand-up, comedian, humor, energetic, adults, netflix-comics, comedy-lineup"
Greenwich Village Comedy Club,Stand-up Comedy In New York City.,"An evening showcase of NYC comedians seen on major platforms; this performance features Oscar Aydin, Matt Arevalo, Tatiana Frank, Mike Britt, Erik B and Chloe Fimiano. Surprise drop-in comics are common.",N/A,2026-05-01,10:00 PM,"99 MacDougal St, New York, NY 10012, USA",https://www.greenwichvillagecomedyclub.com/shows/2026-05-01-stand-up-comedy-in-new-york-city-1000-pm/,"comedy, stand-up, comedian, humor, energetic, adults, laughs, live-comedy, surprise-guests"
Greenwich Village Comedy Club,Stand-up Comedy In New York City.,"Late-night showcase featuring Matt Arevalo, Mike Britt, Mac O’Hara and Chloe Fimiano among tonight's guests. NYC headliners and rising stars perform; surprise guests possible.",N/A,2026-05-01,11:55 PM,"99 MacDougal St, New York, NY 10012, USA",https://www.greenwichvillagecomedyclub.com/shows/2026-05-01-stand-up-comedy-in-new-york-city-1155-pm/,"comedy, stand-up, humor, late-night, energetic, adults, comedian-showcase, surprise-guests"
Greenwich Village Comedy Club,Stand Up Comedy In Greenwich Village–First Stop Saturday,"The Saturday Kickoff: a 5:00 PM showcase featuring a curated lineup of comedians seen on Netflix, HBO and Comedy Central. Fast-paced and timed to get you to dinner by 7:00 PM.",N/A,2026-05-02,5:00 PM,"99 MacDougal St, New York, NY 10012, USA",https://www.greenwichvillagecomedyclub.com/shows/2026-05-02-stand-up-comedy-in-greenwich-village-first-stop-saturday-500-pm/,"comedy, stand-up, comedian, energetic, adults, date-night, netflix-comedians, early-show"
Greenwich Village Comedy Club,Stand-up Comedy In New York City.,"Featuring NYC’s best comics as seen on Netflix, Hulu, Kevin Hart LOL, HBO, Comedy Central and more. Tonight's guests include Pedro Gonzalez, Vannessa Jackson, Billy Hockman, Splou, Oscar Aydin and Mike Britt.",N/A,2026-05-02,8:00 PM,"99 MacDougal St, New York, NY 10012, USA",https://www.greenwichvillagecomedyclub.com/shows/2026-05-02-stand-up-comedy-in-new-york-city-800-pm/,"comedy, stand-up, humor, comedian, energetic, adults, netflix-comics, comedy-night"
Greenwich Village Comedy Club,Stand-up Comedy In New York City.,"NYC’s top comedians perform with surprise drop-in comics nightly. Featured performers include Pedro Gonzalez, Mike Britt, Oscar Aydin, Vannessa Jackson, Splou and Billy Hockman.",N/A,2026-05-02,9:00 PM,"99 MacDougal St, New York, NY 10012, USA",https://www.greenwichvillagecomedyclub.com/shows/2026-05-02-stand-up-comedy-in-new-york-city-900-pm/,"comedy, stand-up, humor, comedian, energetic, adults, late-night, surprise-lineup, nightly-shows"
Greenwich Village Comedy Club,Stand-up Comedy In New York City.,"Late-night showcase featuring top NYC comics and surprise guests. Performers listed for tonight include Pedro Gonzalez, Mike Britt, Oscar Aydin, Vannessa Jackson, Splou and Billy Hockman.",N/A,2026-05-02,11:00 PM,"99 MacDougal St, New York, NY 10012, USA",https://www.greenwichvillagecomedyclub.com/shows/2026-05-02-stand-up-comedy-in-new-york-city-1100-pm/,"comedy, stand-up, comedian, late-night, energetic, adults, surprise-guests, showcase"
Stand Up NY at Bond 45,Stand Up NY Presents: Anna Roisman,Headlining set by comedian Anna Roisman with opening acts Ben Fisher and Stewart Fullerton. A high-energy stand-up show featuring Anna’s viral impressions and observational comedy.,$29.40,2026-05-01,8:30 PM,"221 W 46th St, New York, NY 10036, USA",https://tickets.venuepilot.com/e/stand-up-ny-presents-anna-roisman-2026-05-01-stand-up-ny-at-bond-45-new-york-ef8766,"comedy, stand-up, humor, comedian, energetic, adults, viral-impressions, observational-comedy"
Stand Up NY at Bond 45,Stand Up NY Presents: Anna Roisman,Headlining set by comedian Anna Roisman with opening acts Ben Fisher and Stewart Fullerton. A high-energy stand-up show featuring Anna’s viral impressions and observational comedy.,$29.40,2026-05-02,8:30 PM,"221 W 46th St, New York, NY 10036, USA",https://tickets.venuepilot.com/e/stand-up-ny-presents-anna-roisman-2026-05-01-stand-up-ny-at-bond-45-new-york-ef8766,"comedy, stand-up, humor, comedian, energetic, adults, viral-impressions, observational-comedy"
Broadway Comedy Club,Stand Up Comedy In New York City.,A curated lineup of New York City headliners and surprise drop-in comics performing a mixed headliner and feature set. Features several noted comics from TV and festivals. ,N/A,2026-04-30,7:00 PM,"318 W 53rd St, New York, NY 10019, USA",https://www.broadwaycomedyclub.com/shows/2026-04-30-stand-up-comedy-in-new-york-city-700-pm/,"comedy, stand-up, comedian, humor, energetic, adults, headliners, surprise-guests"
Broadway Comedy Club,Stand Up Comedy In New York City.,An evening showcase of NYC stand-up featuring a rotating cast of headliners and featured comics. Typical club policies and surprise drop-ins apply. ,N/A,2026-04-30,9:00 PM,"318 W 53rd St, New York, NY 10019, USA",https://www.broadwaycomedyclub.com/shows/2026-04-30-stand-up-comedy-in-new-york-city-900-pm/,"comedy, stand-up, comedian, humor, energetic, adults, late-night, headliners, rotating-cast"
Broadway Comedy Club,Stand Up Comedy In New York City.,Late-night set featuring a mix of New York headliners and guest performers. Club notes two-drink minimum and arrival policies. ,N/A,2026-04-30,11:00 PM,"318 W 53rd St, New York, NY 10019, USA",https://www.broadwaycomedyclub.com/shows/2026-04-30-stand-up-comedy-in-new-york-city-1100-pm/,"comedy, stand-up, headliners, late-night, energetic, adults, guest-performers"
Broadway Comedy Club,Stand Up Comedy In New York City.,A curated lineup of New York City headliners and surprise drop-in comics performing a mixed headliner and feature set. Features several noted comics from TV and festivals. ,N/A,2026-05-01,7:00 PM,"318 W 53rd St, New York, NY 10019, USA",https://www.broadwaycomedyclub.com/shows/2026-05-01-stand-up-comedy-in-new-york-city-700-pm/,"comedy, stand-up, comedian, humor, energetic, adults, laughs, headliner-comics, late-night"
Broadway Comedy Club,Laura Bolivar En Español,"Spanish-language stand-up show headlined by Laura Bolivar, who performs regularly in the U.S. and has appeared at the New York Comedy Festival and on Amazon Prime. This is a special event with a two-drink minimum. ",N/A,2026-05-01,7:30 PM,"318 W 53rd St, New York, NY 10019, USA",https://www.broadwaycomedyclub.com/shows/laura-bolivar-en-espanol/,"comedy, stand-up, humor, comedian, energetic, adults, spanish-language, laura-bolivar"
Broadway Comedy Club,Stand Up Comedy In New York City.,An evening showcase of NYC stand-up featuring a rotating cast of headliners and featured comics. Club policies note two-drink minimum and arrival requirements. ,N/A,2026-05-01,9:00 PM,"318 W 53rd St, New York, NY 10019, USA",https://www.broadwaycomedyclub.com/shows/2026-05-01-stand-up-comedy-in-new-york-city-900-pm/,"comedy, stand-up, humor, comedian, energetic, nightlife, adults, groups, rotating-headliners, two-drink-minimum"
